チーム,背番号,選手,生年月日,ポジション,投打,出身,年俸,,,年齢,,2026,中日,横浜,巨人,阪神,ヤクルト,広島,ソフトバンク,日本ハム,楽天,西武,ロッテ,オリックス,OB,,パワプロ
オリックス,39,池田 陵真,2003.08.24,外野手,,,700,2003,08,23,08,,,,,,,,,,,,,,,,
オリックス,58,窪田 洋祐,2007.07.31,外野手,,,700,2007,07,19,07,,,,,,,,,,,,,,,,
オリックス,36,森 陽樹,2007.08.01,投手,,,700,2007,08,19,08,,,,,,,,,,,,,,,,
オリックス,48,東松 快征,2005.04.29,投手,,,650,2005,04,21,04,,,,,,,,,,,,,,,,
オリックス,34,横山 聖哉,2005.10.28,内野手,,,650,2005,10,21,10,,,,,,,,,,,,,,,,
オリックス,17,陳 睦衡,2006.03.23,投手,,,600,2006,03,20,03,,,,,,,,,,,,,,,,
オリックス,25,内藤 鵬,2004.10.05,内野手,,,550,2004,10,22,10,,,,,,,,,,,,,,,,
オリックス,135,河内 康介,2005.04.16,投手,,,550,2005,04,21,04,,,,,,,,,,,,,,,,
オリックス,62,堀 柊那,2005.07.16,捕手,,,550,2005,07,21,07,,,,,,,,,,,,,,,,
オリックス,47,山口 廉王,2006.05.14,投手,,,550,2006,05,20,05,,,,,,,,,,,,,,,,
オリックス,153,宜保 翔,2000.11.26,内野手,,,500,2000,11,26,11,,,,,,,,,,,,,,,,
オリックス,128,前 佑囲斗,2001.08.13,投手,,,500,2001,08,25,08,,,,,,,,,,,,,,,,
オリックス,124,遠藤 成,2001.09.19,内野手,,,500,2001,09,25,09,,,,,,,,,,,,,,,,
オリックス,41,佐藤 龍月,2007.07.13,投手,,,500,2007,07,19,07,,,,,,,,,,,,,,,,
オリックス,126,香月 一也,1996.04.16,内野手,,,480,1996,04,30,04,,,,,,,,,,,,,,,,
オリックス,60,野上 士耀,2007.05.23,捕手,,,450,2007,05,19,05,,,,,,,,,,,,,,,,
オリックス,43,宮國 凌空,2005.08.07,投手,,,300,2005,08,21,08,,,,,,,,,,,,,,,,
オリックス,45,河野 聡太,2000.05.22,内野手,,,260,2000,05,26,05,,,,,,,,,,,,,,,,
オリックス,34,村上 喬一朗,2000.12.01,捕手,,,260,2000,12,26,12,,,,,,,,,,,,,,,,
オリックス,41,寿賀 弘都,2005.06.16,投手,,,260,2005,06,21,06,,,,,,,,,,,,,,,,
オリックス,44,芦田 丈飛,2000.02.09,投手,,,250,2000,02,26,02,,,,,,,,,,,,,,,,
オリックス,55,田島 光祐,2000.04.09,捕手,,,250,2000,04,26,04,,,,,,,,,,,,,,,,
オリックス,54,寺本 聖一,2003.02.05,外野手,,,250,2003,02,23,02,,,,,,,,,,,,,,,,
オリックス,52,清水 武蔵,2003.04.14,内野手,,,250,2003,04,23,04,,,,,,,,,,,,,,,,
オリックス,56,乾 健斗,2006.06.28,投手,,,250,2006,06,20,06,,,,,,,,,,,,,,,,
オリックス,51,今坂 幸暉,2006.10.19,内野手,,,250,2006,10,20,10,,,,,,,,,,,,,,,,
オリックス,53,上原 堆我,2007.03.13,投手,,,250,2007,03,19,03,,,,,,,,,,,,,,,,
オリックス,2,マシュー,2003.03.18,投手,,,240,2003,03,23,03,,,,,,,,,,,,,,,,
オリックス,1,三方 陽登,2003.03.31,外野手,,,240,2003,03,23,03,,,,,,,,,,,,,,,,
オリックス,4,渡邉 一生,2003.12.12,投手,,,240,2003,12,23,12,,,,,,,,,,,,,,,,
オリックス,3,中西 創大,2007.12.30,内野手,,,240,2007,12,19,12,,,,,,,,,,,,,,,,
ソフトバンク,54,R.オスナ,1995.02.07,投手,,,"100,000",1995,02,31,02,,,,,,,,,,,,,,,,
ソフトバンク,35,L.モイネロ,1995.12.08,投手,,,"100,000",1995,12,31,12,,,,,,,,,,,,,,,,
ソフトバンク,2,C.スチュワート・ジュニア,1999.11.02,投手,,,"70,000",1999,11,27,11,,,,,,,,,,,,,,,,
ソフトバンク,3,近藤 健介,1993.08.09,外野手,,,"55,000",1993,08,33,08,,,,,,,,,,,,,,,,
ソフトバンク,18,徐 若熙,2000.11.01,投手,,,"50,000",2000,11,26,11,,,,,,,,,,,,,,,,
ソフトバンク,5,山川 穂高,1991.11.23,内野手,,,"45,000",1991,11,35,11,,,,,,,,,,,,,,,,
ソフトバンク,23,周東 佑京,1996.02.10,外野手,,,"40,000",1996,02,30,02,,,,,,,,,,,,,,,,
ソフトバンク,9,柳田 悠岐,1988.10.09,外野手,,,"37,000",1988,10,38,10,,,,,,,,,,,,,,,,
ソフトバンク,10,上沢 直之,1994.02.06,投手,,,"25,000",1994,02,32,02,,,,,,,,,,,,,,,,
ソフトバンク,63,D.ヘルナンデス,1996.12.17,投手,,,"25,000",1996,12,30,12,,,,,,,,,,,,,,,,
ソフトバンク,6,今宮 健太,1991.07.15,内野手,,,"20,000",1991,07,35,07,,,,,,,,,,,,,,,,
ソフトバンク,66,松本 裕樹,1996.04.14,投手,,,"18,000",1996,04,30,04,,,,,,,,,,,,,,,,
ソフトバンク,47,大関 友久,1997.12.14,投手,,,"17,000",1997,12,29,12,,,,,,,,,,,,,,,,
ソフトバンク,8,牧原 大成,1992.10.15,内野手,,,"15,000",1992,10,34,10,,,,,,,,,,,,,,,,
ソフトバンク,24,栗原 陵矢,1996.07.04,内野手,,,"14,000",1996,07,30,07,,,,,,,,,,,,,,,,
ソフトバンク,7,中村 晃,1989.11.05,内野手,,,"12,000",1989,11,37,11,,,,,,,,,,,,,,,,
ソフトバンク,48,藤井 皓哉,1996.07.29,投手,,,"12,000",1996,07,30,07,,,,,,,,,,,,,,,,
ソフトバンク,16,東浜 巨,1990.06.20,投手,,,"11,000",1990,06,36,06,,,,,,,,,,,,,,,,
ソフトバンク,32,柳町 達,1997.04.20,外野手,,,"11,000",1997,04,29,04,,,,,,,,,,,,,,,,
ソフトバンク,40,杉山 一樹,1997.12.07,投手,,,"8,000",1997,12,29,12,,,,,,,,,,,,,,,,
ソフトバンク,12,嶺井 博希,1991.06.04,捕手,,,"7,500",1991,06,35,06,,,,,,,,,,,,,,,,
ソフトバンク,4,J.ダウンズ,1998.07.27,内野手,,,"7,000",1998,07,28,07,,,,,,,,,,,,,,,,
ソフトバンク,19,大津 亮介,1999.01.13,投手,,,"6,800",1999,01,27,01,,,,,,,,,,,,,,,,
ソフトバンク,11,津森 宥紀,1998.01.21,投手,,,"6,000",1998,01,28,01,,,,,,,,,,,,,,,,
ソフトバンク,62,海野 隆司,1997.07.15,捕手,,,"5,500",1997,07,29,07,,,,,,,,,,,,,,,,
ソフトバンク,99,野村 勇,1996.12.01,内野手,,,"5,200",1996,12,30,12,,,,,,,,,,,,,,,,
ソフトバンク,0,川瀬 晃,1997.09.15,内野手,,,"5,000",1997,09,29,09,,,,,,,,,,,,,,,,
ソフトバンク,49,松本 晴,2001.02.24,投手,,,"3,600",2001,02,25,02,,,,,,,,,,,,,,,,
ソフトバンク,64,上茶谷 大河,1996.08.31,投手,,,"3,100",1996,08,30,08,,,,,,,,,,,,,,,,
ソフトバンク,39,尾形 崇斗,1999.05.15,投手,,,"2,700",1999,05,27,05,,,,,,,,,,,,,,,,
ソフトバンク,29,大江 竜聖,1999.01.15,投手,,,"2,500",1999,01,27,01,,,,,,,,,,,,,,,,
ソフトバンク,31,正木 智也,1999.11.05,外野手,,,"2,500",1999,11,27,11,,,,,,,,,,,,,,,,
ソフトバンク,52,秋広 優人,2002.09.17,内野手,,,"2,450",2002,09,24,09,,,,,,,,,,,,,,,,
ソフトバンク,57,緒方 理貢,1998.09.22,外野手,,,"2,400",1998,09,28,09,,,,,,,,,,,,,,,,
ソフトバンク,45,谷川原 健太,1997.04.16,捕手,,,"2,200",1997,04,29,04,,,,,,,,,,,,,,,,
ソフトバンク,30,中村 稔弥,1996.07.08,投手,,,"2,000",1996,07,30,07,,,,,,,,,,,,,,,,
ソフトバンク,53,大山 凌,2002.03.27,投手,,,"2,000",2002,03,24,03,,,,,,,,,,,,,,,,
ソフトバンク,61,川村 友斗,1999.08.13,外野手,,,"1,800",1999,08,27,08,,,,,,,,,,,,,,,,
ソフトバンク,51,前田 純,2000.06.04,投手,,,"1,800",2000,06,26,06,,,,,,,,,,,,,,,,
ソフトバンク,120,長谷川 威展,1999.08.09,投手,,,"1,500",1999,08,27,08,,,,,,,,,,,,,,,,
ソフトバンク,0,渡邉 陸,2000.09.24,捕手,,,"1,500",2000,09,26,09,,,,,,,,,,,,,,,,
ソフトバンク,33,廣瀨 隆太,2001.04.07,内野手,,,"1,500",2001,04,25,04,,,,,,,,,,,,,,,,
ソフトバンク,27,岩井 俊介,2001.07.30,投手,,,"1,500",2001,07,25,07,,,,,,,,,,,,,,,,
ソフトバンク,68,木村 光,2000.07.02,投手,,,"1,300",2000,07,26,07,,,,,,,,,,,,,,,,
ソフトバンク,25,庄子 雄大,2002.10.02,内野手,,,"1,300",2002,10,24,10,,,,,,,,,,,,,,,,
ソフトバンク,13,稲川 竜汰,2004.02.25,投手,,,"1,200",2004,02,22,02,,,,,,,,,,,,,,,,
ソフトバンク,26,鈴木 豪太,2003.08.31,投手,,,"1,100",2003,08,23,08,,,,,,,,,,,,,,,,
ソフトバンク,41,前田 悠伍,2005.08.04,投手,,,"1,100",2005,08,21,08,,,,,,,,,,,,,,,,
ソフトバンク,154,生海,2000.07.11,外野手,,,"1,050",2000,07,26,07,,,,,,,,,,,,,,,,
ソフトバンク,141,澤柳 亮太郎,2000.03.08,投手,,,"1,000",2000,03,26,03,,,,,,,,,,,,,,,,
ソフトバンク,156,L.ロドリゲス,2001.08.18,投手,,,"1,000",2001,08,25,08,,,,,,,,,,,,,,,,
ソフトバンク,56,髙橋 隆慶,2001.12.21,内野手,,,"1,000",2001,12,25,12,,,,,,,,,,,,,,,,
ソフトバンク,44,笹川 吉康,2002.05.31,外野手,,,"1,000",2002,05,24,05,,,,,,,,,,,,,,,,
ソフトバンク,50,相良 雅斗,2003.09.24,投手,,,"1,000",2003,09,23,09,,,,,,,,,,,,,,,,
ソフトバンク,135,A.アルメンタ,2004.06.26,投手,,,"1,000",2004,06,22,06,,,,,,,,,,,,,,,,
ソフトバンク,176,D.サルディ,2005.11.12,投手,,,"1,000",2005,11,21,11,,,,,,,,,,,,,,,,
ソフトバンク,173,Ｊ.オスーナ,2007.03.27,外野手,,,"1,000",2007,03,19,03,,,,,,,,,,,,,,,,
ソフトバンク,175,D.アルモンテ,2007.12.02,内野手,,,"1,000",2007,12,19,12,,,,,,,,,,,,,,,,
ソフトバンク,28,安德 駿,2002.05.18,投手,,,980,2002,05,24,05,,,,,,,,,,,,,,,,
ソフトバンク,43,井上 朋也,2003.01.28,内野手,,,930,2003,01,23,01,,,,,,,,,,,,,,,,
ソフトバンク,42,伊藤 優輔,1997.01.14,投手,,,900,1997,01,29,01,,,,,,,,,,,,,,,,
ソフトバンク,77,山本 恵大,1999.08.06,外野手,,,900,1999,08,27,08,,,,,,,,,,,,,,,,
ソフトバンク,55,石塚 綜一郎,2001.06.07,捕手,,,900,2001,06,25,06,,,,,,,,,,,,,,,,
ソフトバンク,69,岩崎 峻典,2003.03.11,投手,,,860,2003,03,23,03,,,,,,,,,,,,,,,,
ソフトバンク,36,イヒネ イツア,2004.09.02,内野手,,,850,2004,09,22,09,,,,,,,,,,,,,,,,
ソフトバンク,20,村上 泰斗,2007.02.20,投手,,,800,2007,02,19,02,,,,,,,,,,,,,,,,
ソフトバンク,134,村田 賢一,2001.08.31,投手,,,700,2001,08,25,08,,,,,,,,,,,,,,,,
ソフトバンク,157,田上 奏大,2002.11.26,投手,,,650,2002,11,24,11,,,,,,,,,,,,,,,,
ソフトバンク,60,大野 稼頭央,2004.08.06,投手,,,620,2004,08,22,08,,,,,,,,,,,,,,,,
ソフトバンク,65,藤田 悠太郎,2005.06.03,捕手,,,620,2005,06,21,06,,,,,,,,,,,,,,,,
ソフトバンク,136,大竹 風雅,1999.08.22,投手,,,600,1999,08,27,08,,,,,,,,,,,,,,,,
ソフトバンク,132,川口 冬弥,1999.10.26,投手,,,600,1999,10,27,10,,,,,,,,,,,,,,,,
ソフトバンク,58,木村 大成,2003.09.12,投手,,,590,2003,09,23,09,,,,,,,,,,,,,,,,
ソフトバンク,130,牧原 巧汰,2002.07.13,捕手,,,550,2002,07,24,07,,,,,,,,,,,,,,,,
ソフトバンク,67,石見 颯真,2006.06.10,内野手,,,510,2006,06,20,06,,,,,,,,,,,,,,,,
ソフトバンク,46,宇野 真仁朗,2006.07.05,内野手,,,500,2006,07,20,07,,,,,,,,,,,,,,,,
ソフトバンク,125,大友 宗,1999.07.23,捕手,,,400,1999,07,27,07,,,,,,,,,,,,,,,,
ソフトバンク,123,大泉 周也,1999.09.16,外野手,,,400,1999,09,27,09,,,,,,,,,,,,,,,,
ソフトバンク,166,重松 凱人,2000.04.12,外野手,,,400,2000,04,26,04,,,,,,,,,,,,,,,,
ソフトバンク,170,西尾 歩真,2000.06.20,内野手,,,400,2000,06,26,06,,,,,,,,,,,,,,,,
ソフトバンク,151,鈴木 貴大,2001.04.17,外野手,,,400,2001,04,25,04,,,,,,,,,,,,,,,,
ソフトバンク,126,宮里 優吾,2001.09.27,投手,,,400,2001,09,25,09,,,,,,,,,,,,,,,,
ソフトバンク,140,岡田 皓一朗,2002.06.04,投手,,,400,2002,06,24,06,,,,,,,,,,,,,,,,
ソフトバンク,138,相原 雄太,2002.06.16,投手,,,400,2002,06,24,06,,,,,,,,,,,,,,,,
ソフトバンク,143,漁府 輝羽,2002.07.16,外野手,,,400,2002,07,24,07,,,,,,,,,,,,,,,,
ソフトバンク,146,大矢 琉晟,2003.06.28,投手,,,400,2003,06,23,06,,,,,,,,,,,,,,,,
ソフトバンク,164,北斗,2004.03.10,投手,,,400,2004,03,22,03,,,,,,,,,,,,,,,,
ソフトバンク,153,張 峻瑋,2005.11.14,投手,,,400,2005,11,21,11,,,,,,,,,,,,,,,,
ソフトバンク,124,桑原 秀侍,2002.05.29,内野手,,,360,2002,05,24,05,,,,,,,,,,,,,,,,
ソフトバンク,122,藤野 恵音,2003.08.23,内野手,,,360,2003,08,23,08,,,,,,,,,,,,,,,,
ソフトバンク,148,山崎 琢磨,2003.11.06,投手,,,360,2003,11,23,11,,,,,,,,,,,,,,,,
ソフトバンク,145,ハモンド,2004.01.17,投手,,,360,2004,01,22,01,,,,,,,,,,,,,,,,
ソフトバンク,139,井﨑 燦志郎,2004.02.09,投手,,,360,2004,02,22,02,,,,,,,,,,,,,,,,
ソフトバンク,168,佐藤 航太,2004.04.07,外野手,,,360,2004,04,22,04,,,,,,,,,,,,,,,,
ソフトバンク,171,盛島 稜大,2004.05.27,捕手,,,360,2004,05,22,05,,,,,,,,,,,,,,,,
ソフトバンク,159,山下 恭吾,2004.07.07,内野手,,,360,2004,07,22,07,,,,,,,,,,,,,,,,
ソフトバンク,162,岡植 純平,2004.07.10,投手,,,360,2004,07,22,07,,,,,,,,,,,,,,,,
ソフトバンク,161,内野 海斗,2004.07.28,投手,,,360,2004,07,22,07,,,,,,,,,,,,,,,,
ソフトバンク,163,佐々木 明都,2005.01.02,投手,,,360,2005,01,21,01,,,,,,,,,,,,,,,,
ソフトバンク,169,飛田 悠成,2005.03.13,投手,,,360,2005,03,21,03,,,,,,,,,,,,,,,,
ソフトバンク,131,中澤 恒貴,2005.07.03,内野手,,,360,2005,07,21,07,,,,,,,,,,,,,,,,
ソフトバンク,160,長水 啓眞,2005.08.08,投手,,,360,2005,08,21,08,,,,,,,,,,,,,,,,
ソフトバンク,129,佐倉 俠史朗,2005.11.03,内野手,,,360,2005,11,21,11,,,,,,,,,,,,,,,,
ソフトバンク,142,藤原 大翔,2005.12.26,投手,,,360,2005,12,21,12,,,,,,,,,,,,,,,,
ソフトバンク,152,塩士 暖,2006.05.18,投手,,,360,2006,05,20,05,,,,,,,,,,,,,,,,
ソフトバンク,121,ザイレン,2006.05.29,内野手,,,360,2006,05,20,05,,,,,,,,,,,,,,,,
ソフトバンク,137,津嘉山 憲志郎,2006.07.24,投手,,,360,2006,07,20,07,,,,,,,,,,,,,,,,
ソフトバンク,147,木下 勇人,2006.08.06,外野手,,,360,2006,08,20,08,,,,,,,,,,,,,,,,
ソフトバンク,128,河野 伸一朗,2006.08.20,投手,,,360,2006,08,20,08,,,,,,,,,,,,,,,,
ソフトバンク,149,熊谷 太雅,2006.10.17,投手,,,360,2006,10,20,10,,,,,,,,,,,,,,,,
ソフトバンク,127,広瀬 結煌,2007.02.22,内野手,,,360,2007,02,19,02,,,,,,,,,,,,,,,,
ソフトバンク,133,池田 栞太,2007.05.12,捕手,,,360,2007,05,19,05,,,,,,,,,,,,,,,,
ソフトバンク,155,長﨑 蓮汰,2007.06.11,投手,,,360,2007,06,19,06,,,,,,,,,,,,,,,,
ソフトバンク,150,大橋 令和,2007.07.02,内野手,,,360,2007,07,19,07,,,,,,,,,,,,,,,,
ソフトバンク,144,江崎 歩,2007.09.18,内野手,,,360,2007,09,19,09,,,,,,,,,,,,,,,,
ソフトバンク,158,エミール,2007.11.07,外野手,,,360,2007,11,19,11,,,,,,,,,,,,,,,,
ソフトバンク,174,J.モレノ,2007.09.26,内野手,,,不明,2007,09,19,09,,,,,,,,,,,,,,,,
日本ハム,74,有原 航平,1992.08.11,投手,,,"50,000",1992,08,34,08,,,,,,,,,,,,,,,,
日本ハム,99,F.レイエス,1995.07.07,外野手,,,"45,000",1995,07,31,07,,,,,,,,,,,,,,,,
日本ハム,17,伊藤 大海,1997.08.31,投手,,,"34,000",1997,08,29,08,,,,,,,,,,,,,,,,
日本ハム,14,加藤 貴之,1992.06.03,投手,,,"30,000",1992,06,34,06,,,,,,,,,,,,,,,,
日本ハム,18,山﨑 福也,1992.09.09,投手,,,"25,000",1992,09,34,09,,,,,,,,,,,,,,,,
日本ハム,2,A.マルティネス,1996.05.28,捕手,,,"25,000",1996,05,30,05,,,,,,,,,,,,,,,,
日本ハム,66,万波 中正,2000.04.07,外野手,,,"19,500",2000,04,26,04,,,,,,,,,,,,,,,,
日本ハム,21,清宮 幸太郎,1999.05.25,内野手,,,"13,000",1999,05,27,05,,,,,,,,,,,,,,,,
日本ハム,6,R.カストロ,1999.03.21,内野手,,,"12,000",1999,03,27,03,,,,,,,,,,,,,,,,
日本ハム,30,S.ラオ,1999.08.14,投手,,,"12,000",1999,08,27,08,,,,,,,,,,,,,,,,
日本ハム,3,郡司 裕也,1997.12.27,捕手,,,"11,000",1997,12,29,12,,,,,,,,,,,,,,,,
日本ハム,26,田中 正義,1994.07.19,投手,,,"10,000",1994,07,32,07,,,,,,,,,,,,,,,,
日本ハム,15,北山 亘基,1999.04.10,投手,,,"9,500",1999,04,27,04,,,,,,,,,,,,,,,,
日本ハム,28,河野 竜生,1998.05.30,投手,,,"8,600",1998,05,28,05,,,,,,,,,,,,,,,,
日本ハム,37,古林 睿煬,2000.06.12,投手,,,"7,500",2000,06,26,06,,,,,,,,,,,,,,,,
日本ハム,19,玉井 大翔,1992.06.16,投手,,,"6,600",1992,06,34,06,,,,,,,,,,,,,,,,
日本ハム,25,宮西 尚生,1985.06.02,投手,,,"6,500",1985,06,41,06,,,,,,,,,,,,,,,,
日本ハム,22,杉浦 稔大,1992.02.25,投手,,,"6,000",1992,02,34,02,,,,,,,,,,,,,,,,
日本ハム,5,野村 佑希,2000.06.26,内野手,,,"5,800",2000,06,26,06,,,,,,,,,,,,,,,,
日本ハム,48,齋藤 友貴哉,1995.01.05,投手,,,"5,500",1995,01,31,01,,,,,,,,,,,,,,,,
日本ハム,52,池田 隆英,1994.10.01,投手,,,"5,200",1994,10,32,10,,,,,,,,,,,,,,,,
日本ハム,64,田宮 裕涼,2000.06.13,捕手,,,"5,000",2000,06,26,06,,,,,,,,,,,,,,,,
日本ハム,43,水野 達稀,2000.07.30,内野手,,,"5,000",2000,07,26,07,,,,,,,,,,,,,,,,
日本ハム,53,水谷 瞬,2001.03.09,外野手,,,"5,000",2001,03,25,03,,,,,,,,,,,,,,,,
日本ハム,20,上原 健太,1994.03.29,投手,,,"4,900",1994,03,32,03,,,,,,,,,,,,,,,,
日本ハム,24,金村 尚真,2000.08.29,投手,,,"4,800",2000,08,26,08,,,,,,,,,,,,,,,,
日本ハム,41,福谷 浩司,1991.01.09,投手,,,"4,500",1991,01,35,01,,,,,,,,,,,,,,,,
日本ハム,16,達 孝太,2004.03.27,投手,,,"4,200",2004,03,22,03,,,,,,,,,,,,,,,,
日本ハム,40,島本 浩也,1993.02.14,投手,,,"4,000",1993,02,33,02,,,,,,,,,,,,,,,,
日本ハム,50,五十幡 亮汰,1998.11.27,外野手,,,"4,000",1998,11,28,11,,,,,,,,,,,,,,,,
日本ハム,4,上川畑 大悟,1997.01.12,内野手,,,"3,900",1997,01,29,01,,,,,,,,,,,,,,,,
日本ハム,47,柳川 大晟,2003.08.21,投手,,,"3,400",2003,08,23,08,,,,,,,,,,,,,,,,
日本ハム,67,山本 拓実,2000.01.31,投手,,,"3,200",2000,01,26,01,,,,,,,,,,,,,,,,
日本ハム,13,生田目 翼,1995.02.19,投手,,,"2,950",1995,02,31,02,,,,,,,,,,,,,,,,
日本ハム,45,福島 蓮,2003.04.25,投手,,,"2,900",2003,04,23,04,,,,,,,,,,,,,,,,
日本ハム,8,淺間 大基,1996.06.21,外野手,,,"2,800",1996,06,30,06,,,,,,,,,,,,,,,,
日本ハム,34,堀 瑞輝,1998.05.10,投手,,,"2,800",1998,05,28,05,,,,,,,,,,,,,,,,
日本ハム,12,矢澤 宏太,2000.08.02,投手,,,"2,600",2000,08,26,08,,,,,,,,,,,,,,,,
日本ハム,9,中島 卓也,1991.01.11,内野手,,,"2,500",1991,01,35,01,,,,,,,,,,,,,,,,
日本ハム,58,奈良間 大己,2000.05.08,内野手,,,"2,500",2000,05,26,05,,,,,,,,,,,,,,,,
日本ハム,7,西川 遥輝,1992.04.16,外野手,,,"2,000",1992,04,34,04,,,,,,,,,,,,,,,,
日本ハム,10,清水 優心,1996.05.22,捕手,,,"2,000",1996,05,30,05,,,,,,,,,,,,,,,,
日本ハム,55,菊地 大稀,1999.06.02,投手,,,"2,000",1999,06,27,06,,,,,,,,,,,,,,,,
日本ハム,29,細野 晴希,2002.02.26,投手,,,"1,700",2002,02,24,02,,,,,,,,,,,,,,,,
日本ハム,61,今川 優馬,1997.01.25,外野手,,,"1,600",1997,01,29,01,,,,,,,,,,,,,,,,
日本ハム,38,L.リン,1997.06.26,捕手,,,"1,600",1997,06,29,06,,,,,,,,,,,,,,,,
日本ハム,54,山縣 秀,2002.05.01,内野手,,,"1,600",2002,05,24,05,,,,,,,,,,,,,,,,
日本ハム,159,根本 悠楓,2003.03.31,投手,,,"1,300",2003,03,23,03,,,,,,,,,,,,,,,,
日本ハム,27,大川 慈英,2003.10.28,投手,,,"1,300",2003,10,23,10,,,,,,,,,,,,,,,,
日本ハム,60,吉田 賢吾,2001.01.18,捕手,,,"1,200",2001,01,25,01,,,,,,,,,,,,,,,,
日本ハム,33,進藤 勇也,2002.03.10,捕手,,,"1,200",2002,03,24,03,,,,,,,,,,,,,,,,
日本ハム,56,細川 凌平,2002.04.25,内野手,,,"1,150",2002,04,24,04,,,,,,,,,,,,,,,,
日本ハム,42,エドポロ ケイン,2003.07.02,外野手,,,"1,100",2003,07,23,07,,,,,,,,,,,,,,,,
日本ハム,35,浅利 太門,2002.09.06,投手,,,"1,000",2002,09,24,09,,,,,,,,,,,,,,,,
日本ハム,49,大塚 瑠晏,2003.10.26,内野手,,,"1,000",2003,10,23,10,,,,,,,,,,,,,,,,
日本ハム,36,宮崎 一樹,2001.08.30,外野手,,,990,2001,08,25,08,,,,,,,,,,,,,,,,
日本ハム,31,柴田 獅子,2006.04.18,投手,,,990,2006,04,20,04,,,,,,,,,,,,,,,,
日本ハム,98,梅林 優貴,1998.03.14,捕手,,,830,1998,03,28,03,,,,,,,,,,,,,,,,
日本ハム,140,福田 俊,1996.12.14,投手,,,800,1996,12,30,12,,,,,,,,,,,,,,,,
日本ハム,117,宮内 春輝,1996.05.25,投手,,,770,1996,05,30,05,,,,,,,,,,,,,,,,
日本ハム,63,山城 航太郎,2002.09.03,投手,,,770,2002,09,24,09,,,,,,,,,,,,,,,,
日本ハム,46,畔柳 亨丞,2003.05.03,投手,,,770,2003,05,23,05,,,,,,,,,,,,,,,,
日本ハム,32,藤田 琉生,2006.11.17,投手,,,770,2006,11,20,11,,,,,,,,,,,,,,,,
日本ハム,39,有薗 直輝,2003.05.21,内野手,,,730,2003,05,23,05,,,,,,,,,,,,,,,,
日本ハム,115,清宮 虎多朗,2000.05.26,投手,,,700,2000,05,26,05,,,,,,,,,,,,,,,,
日本ハム,116,松岡 洸希,2000.08.31,投手,,,660,2000,08,26,08,,,,,,,,,,,,,,,,
日本ハム,96,孫 易磊,2005.02.10,投手,,,600,2005,02,21,02,,,,,,,,,,,,,,,,
日本ハム,44,阪口 樂,2003.06.24,内野手,,,550,2003,06,23,06,,,,,,,,,,,,,,,,
日本ハム,154,安西 叶翔,2004.11.13,投手,,,530,2004,11,22,11,,,,,,,,,,,,,,,,
日本ハム,168,星野 ひので,2005.04.18,外野手,,,530,2005,04,21,04,,,,,,,,,,,,,,,,
日本ハム,65,明瀬 諒介,2005.08.25,内野手,,,530,2005,08,21,08,,,,,,,,,,,,,,,,
日本ハム,62,清水 大暉,2006.07.17,投手,,,530,2006,07,20,07,,,,,,,,,,,,,,,,
日本ハム,51,半田 南十,2007.05.10,内野手,,,530,2007,05,19,05,,,,,,,,,,,,,,,,
日本ハム,57,藤森 海斗,2007.06.27,捕手,,,530,2007,06,19,06,,,,,,,,,,,,,,,,
日本ハム,114,松本 遼大,2002.05.17,投手,,,400,2002,05,24,05,,,,,,,,,,,,,,,,
日本ハム,127,山口 アタル,1999.05.28,外野手,,,300,1999,05,27,05,,,,,,,,,,,,,,,,
日本ハム,125,藤田 大清,2004.08.23,外野手,,,300,2004,08,22,08,,,,,,,,,,,,,,,,
日本ハム,124,横山 永遠,2003.04.16,投手,,,260,2003,04,23,04,,,,,,,,,,,,,,,,
日本ハム,123,常谷 拓輝,2004.01.18,内野手,,,260,2004,01,22,01,,,,,,,,,,,,,,,,
日本ハム,111,濵田 泰希,2005.11.28,内野手,,,260,2005,11,21,11,,,,,,,,,,,,,,,,
日本ハム,113,加藤 大和,2006.01.12,投手,,,260,2006,01,20,01,,,,,,,,,,,,,,,,
日本ハム,122,澁谷 純希,2006.11.25,投手,,,260,2006,11,20,11,,,,,,,,,,,,,,,,
日本ハム,121,川勝 空人,2007.02.11,投手,,,260,2007,02,19,02,,,,,,,,,,,,,,,,
ロッテ,22,G.ポランコ,1991.09.14,外野手,,,"40,000",1991,09,35,09,,,,,,,,,,,,,,,,
ロッテ,99,N.ソト,1989.02.28,内野手,,,"30,000",1989,02,37,02,,,,,,,,,,,,,,,,
ロッテ,42,A.ジャクソン,1996.05.01,投手,,,"30,000",1996,05,30,05,,,,,,,,,,,,,,,,
ロッテ,8,中村 奨吾,1992.05.28,内野手,,,"20,000",1992,05,34,05,,,,,,,,,,,,,,,,
ロッテ,73,S.ロング,1995.07.08,投手,,,"20,000",1995,07,31,07,,,,,,,,,,,,,,,,
ロッテ,11,J.カスティーヨ,1996.01.10,投手,,,"20,000",1996,01,30,01,,,,,,,,,,,,,,,,
ロッテ,21,石川 柊太,1991.12.27,投手,,,"16,000",1991,12,35,12,,,,,,,,,,,,,,,,
ロッテ,29,西野 勇士,1991.03.06,投手,,,"15,000",1991,03,35,03,,,,,,,,,,,,,,,,
ロッテ,14,小島 和哉,1996.07.07,投手,,,"14,500",1996,07,30,07,,,,,,,,,,,,,,,,
ロッテ,16,種市 篤暉,1998.09.07,投手,,,"13,000",1998,09,28,09,,,,,,,,,,,,,,,,
